Error Message,Structure String
Invalid POSCAR format,"Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 O1 O2\
1.0\
  7.4705391199999995    0.0000000000000000    0.0000000000000000\
 -3.7352695599999998    7.4705391199999995    0.0000000000000000\
  0.0000000000000000    0.0000000000000000    4.2352702399999995\
Ag O\
8 2\
direct\
  0.3333333300000000    0.3333333300000000    0.1111111100000000 Ag\
  0.6666666700000000    0.6666666700000000    0.8888888900000000 Ag\
  0.0000000000000000    0.0000000000000000    0.0000000000000000 O\
  0.5000000000000000    0.5000000000000000    2.1176351199999995 O\
  0.2500000000000000    0.2500000000000000    1.0588175599999997 O\"
Invalid POSCAR format,"Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 O1 O2\
1.0\
  7.4705391199999995    0.0000000000000000    0.0000000000000000\
 -3.7352695599999998    7.4705391199999995    0.0000000000000000\
  0.0000000000000000    0.0000000000000000    4.2352702399999995\
Ag O\
8 2\
direct\
  0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag\
  0.3333333300000000    0.6666666700000000    0.3333333300000000 Ag\
  0.6666666700000000    0.3333333300000000    0.6666666700000000 Ag\
  0.3333333300000000    0.6666666700000000    0.0000000000000000 Ag\
  0.6666666700000000    0.3333333300000000    0.0000000000000000 Ag\
  0.0000000000000000    0.0000000000000000    2.1176351199999995 O\
  0.5000000000000000    0.0000000000000000    1.0588175599999997 O\"
Invalid POSCAR format,"Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 O1 O2\
1.0\
  7.4705391199999995    0.0000000000000000    0.0000000000000000\
 -3.7352695599999998    7.4705391199999995    0.0000000000000000\
  0.0000000000000000    0.0000000000000000    4.2352702399999995\
Ag O\
8 2\
direct\
  0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag\
  0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag\
  0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag\
  0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag\
  0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag\
  0.5000000000000000    0.0000000000000000    2.1176351199999995 O\
  0.0000000000000000    0.5000000000000000    1.0588175599999997 O\"
Invalid POSCAR format,"Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 O1 O2\
1.0\
  7.4705391199999995    0.0000000000000000    0.0000000000000000\
 -3.7352695599999998    7.4705391199999995    0.0000000000000000\
  0.0000000000000000    0.0000000000000000    4.2352702399999995\
Ag O\
8 2\
direct\
  0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag\
  0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag\
  0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag\
  0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag\
  0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag\
  0.0000000000000000    0.0000000000000000    2.1176351199999995 O\
  0.5000000000000000    0.0000000000000000    1.0588175599999997 O\"
Invalid POSCAR format,"Ag1 Ag2 Ag3 Ag4 Ag5 Ag6 O1 O2\
1.0\
  7.4705391199999995    0.0000000000000000    0.0000000000000000\
 -3.7352695599999998    7.4705391199999995    0.0000000000000000\
  0.0000000000000000    0.0000000000000000    4.2352702399999995\
Ag O\
8 2\
direct\
  0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag\
  0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag\
  0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag\
  0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag\
  0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag\
  0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag\
  0.5000000000000000    0.5000000000000000    2.1176351199999995 O\
  0.5000000000000000    0.0000000000000000    1.0588175599999997 O\"
Invalid POSCAR format,"Ag6 O2

8.000000000000000000
P  1.000000000000000000  0.000000000000000000  0.000000000000000000
1  -0.500000000000000000  0.500000000000000000  0.500000000000000000

Ag  0.000000000000000000  0.000000000000000000  0.000000000000000000
Ag  0.500000000000000000  0.000000000000000000  0.500000000000000000
Ag  0.500000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.000000000000000000  0.500000000000000000  0.500000000000000000
Ag  0.500000000000000000  0.000000000000000000  0.000000000000000000
Ag  0.000000000000000000  0.000000000000000000  0.500000000000000000
Ag  0.500000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.500000000000000000  0.000000000000000000  0.500000000000000000
Ag  0.000000000000000000  0.500000000000000000  0.000000000000000000

O  0.000000000000000000  0.000000000000000000  0.000000000000000000
O  0.500000000000000000  0.000000000000000000  0.500000000000000000"
Invalid POSCAR format,"Ag6 O2

5.000000000000000000
P  1.000000000000000000  0.000000000000000000  0.000000000000000000
1  0.000000000000000000  0.000000000000000000  0.000000000000000000

Ag  0.000000000000000000  0.000000000000000000  0.000000000000000000
Ag  0.500000000000000000  0.000000000000000000  0.500000000000000000
Ag  0.000000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.500000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.000000000000000000  0.000000000000000000  0.500000000000000000
Ag  0.500000000000000000  0.000000000000000000  0.000000000000000000

O  0.000000000000000000  0.500000000000000000  0.000000000000000000
O  0.500000000000000000  0.500000000000000000  0.500000000000000000
O  0.000000000000000000  0.000000000000000000  0.500000000000000000
O  0.500000000000000000  0.000000000000000000  0.000000000000000000
O  0.000000000000000000  0.500000000000000000  0.000000000000000000"
Invalid POSCAR format,"Ag6 O2

8.000000000000000000
P  1.000000000000000000  0.000000000000000000  0.000000000000000000
1  -0.500000000000000000  0.500000000000000000  0.500000000000000000

Ag  0.000000000000000000  0.000000000000000000  0.000000000000000000
Ag  0.000000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.500000000000000000  0.000000000000000000  0.500000000000000000
Ag  0.000000000000000000  0.500000000000000000  0.500000000000000000
Ag  0.500000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.000000000000000000  0.000000000000000000  0.500000000000000000

O  0.250000000000000000  0.250000000000000000  0.250000000000000000
O  0.750000000000000000  0.750000000000000000  0.750000000000000000"
Invalid POSCAR format,"Ag6 O2

8.000000000000000000
P  1.000000000000000000  0.000000000000000000  0.000000000000000000
1  -0.500000000000000000  0.500000000000000000  0.500000000000000000

Ag  0.000000000000000000  0.000000000000000000  0.000000000000000000
Ag  0.500000000000000000  0.000000000000000000  0.500000000000000000
Ag  0.500000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.000000000000000000  0.500000000000000000  0.500000000000000000
Ag  0.500000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.000000000000000000  0.000000000000000000  0.500000000000000000

O  0.250000000000000000  0.250000000000000000  0.250000000000000000
O  0.750000000000000000  0.750000000000000000  0.750000000000000000
O  0.375000000000000000  0.125000000000000000  0.375000000000000000
O  0.625000000000000000  0.875000000000000000  0.625000000000000000"
Invalid POSCAR format,"Ag6 O2

7.500000000000000000
P  1.000000000000000000  0.000000000000000000  0.000000000000000000
1  -0.500000000000000000  0.500000000000000000  0.500000000000000000

Ag  0.000000000000000000  0.000000000000000000  0.000000000000000000
Ag  0.500000000000000000  0.000000000000000000  0.500000000000000000
Ag  0.500000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.000000000000000000  0.500000000000000000  0.500000000000000000
Ag  0.500000000000000000  0.500000000000000000  0.000000000000000000
Ag  0.000000000000000000  0.000000000000000000  0.500000000000000000

O  0.250000000000000000  0.250000000000000000  0.250000000000000000
O  0.750000000000000000  0.750000000000000000  0.750000000000000000
O  0.375000000000000000  0.125000000000000000  0.375000000000000000
O  0.625000000000000000  0.875000000000000000  0.625000000000000000"
Invalid POSCAR format,"Ag
6
  4.0
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  0.0000000000000000
Ag
6
  2.0
  0.0000000000000000  0.0000000000000000  2.0201600000000000
  0.0000000000000000  2.0201600000000000  0.0000000000000000
  2.0201600000000000  0.0000000000000000  0.0000000000000000
Ag
6
  2.0
  1.0100800000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  1.0100800000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  1.0100800000000000
O
2
  1.0100800000000000  0.0000000000000000  0.5090800000000000
  1.0100800000000000  0.0000000000000000  0.5090800000000000
O
2
  0.0000000000000000  1.0100800000000000  0.5090800000000000
  0.0000000000000000  1.0100800000000000  0.5090800000000000
direct
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  1.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  1.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  1.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.5000000000000000  0.0000000000000000  0.5000000000000000 O
  0.0000000000000000  0.5000000000000000  0.5000000000000000 O"
Invalid POSCAR format,"Ag
6
  3.0
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  3.0000000000000000
  0.0000000000000000  0.0000000000000000  0.0000000000000000
Ag
6
  1.5
  0.0000000000000000  0.0000000000000000  1.5000000000000000
  0.0000000000000000  1.5000000000000000  0.0000000000000000
  1.5000000000000000  0.0000000000000000  0.0000000000000000
Ag
6
  1.5
  0.7500000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.7500000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  0.7500000000000000
O
2
  0.7500000000000000  0.0000000000000000  0.7500000000000000
  0.7500000000000000  0.0000000000000000  0.7500000000000000
O
2
  0.0000000000000000  0.7500000000000000  0.7500000000000000
  0.0000000000000000  0.7500000000000000  0.7500000000000000
direct
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  1.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  1.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  1.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.5000000000000000  0.0000000000000000  0.5000000000000000 O
  0.0000000000000000  0.5000000000000000  0.5000000000000000 O"
Invalid POSCAR format,"Ag
6
  4.0
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  0.0000000000000000
Ag
6
  2.0
  0.0000000000000000  0.0000000000000000  2.0201600000000000
  0.0000000000000000  2.0201600000000000  0.0000000000000000
  2.0201600000000000  0.0000000000000000  0.0000000000000000
O
2
  1.0100800000000000  0.0000000000000000  0.5090800000000000
  1.0100800000000000  0.0000000000000000  0.5090800000000000
Ag
6
  2.0
  1.0100800000000000  0.0000000000000000  0.5090800000000000
  0.0000000000000000  1.0100800000000000  0.5090800000000000
  0.0000000000000000  0.0000000000000000  1.0100800000000000
direct
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  1.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  1.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  1.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.5000000000000000  0.0000000000000000  0.5000000000000000 O
  0.0000000000000000  0.5000000000000000  0.5000000000000000 O"
Invalid POSCAR format,"Ag
6
  2.0
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  2.0201600000000000
  2.0201600000000000  0.0000000000000000  0.0000000000000000
Ag
6
  1.0
  0.0000000000000000  0.0000000000000000  1.0100800000000000
  0.0000000000000000  1.0100800000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  1.0100800000000000
O
2
  0.0000000000000000  0.0000000000000000  1.0100800000000000
  0.0000000000000000  1.0100800000000000  0.0000000000000000
Ag
6
  1.0
  0.0000000000000000  0.0000000000000000  1.0100800000000000
  0.0000000000000000  1.0100800000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  1.0100800000000000
direct
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  1.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  1.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  1.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.5000000000000000  0.0000000000000000  0.5000000000000000 O
  0.0000000000000000  0.5000000000000000  0.5000000000000000 O"
Invalid POSCAR format,"Ag
6
  2.0
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  2.0201600000000000
  2.0201600000000000  0.0000000000000000  0."
Invalid POSCAR format,"Ag4 O2
1.0
   3.8453128000000000    0.0000000000000000    6.3095000000000000
   1.9226564000000000    6.3095000000000000    3.1547500000000000
  -1.9226564000000000    0.0000000000000000    3.1547500000000000
Ag Ag Ag O
4 4 2
indirect
   0.0    0.0    0.0 Ag
   0.0    0.0    3.1547500000000000 Ag
   0.0    0.0    1.5773750000000000 Ag
   1.4626480000000000    1.9210310000000000    5.4881250000000000 O
   0.4873520000000000    1.9210310000000000    5.4881250000000000 O
   1.7663430000000000    0.0    5.6313750000000000 Ag
   0.2336570000000000    0.0    5.6313750000000000 Ag
   1.4626480000000000    6.3095000000000000    0.0 Ag
   0.4873520000000000    6.3095000000000000    0.0 Ag"
Invalid POSCAR format,"Ag4 O2
1.0
   4.8873560000000000    0.0000000000000000    6.1547500000000000
   2.4436780000000000    4.6542200000000000    3.0773750000000000
  -2.4436780000000000    0.0000000000000000    3.0773750000000000
Ag Ag Ag O
4 4 2
indirect
   0.0    0.0    0.0 Ag
   0.0    0.0    3.0773750000000000 Ag
   0.0    0.0    1.5386875000000000 Ag
   1.2318440000000000    2.4271100000000000    5.4875000000000000 O
   0.7681560000000000    2.4271100000000000    5.4875000000000000 O
   1.6467390000000000    0.0    5.6209375000000000 Ag
   0.3532610000000000    0.0    5.6209375000000000 Ag
   1.2318440000000000    4.6542200000000000    0.0 Ag
   0.7681560000000000    4.6542200000000000    0.0 Ag"
Invalid POSCAR format,"Ag4 O2
1.0
   4.8838100000000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    6.4296800000000000    4.8838100000000000
   0.0000000000000000   -6.4296800000000000    4.8838100000000000
Ag Ag Ag O
4 4 2
indirect
   0.0    0.0    0.0 Ag
   0.0    0.0    4.8838100000000000 Ag
   0.0    0.0    2.4419050000000000 Ag
   2.4419050000000000    3.2148400000000000    0.0 O
   0.5580950000000000    3.2148400000000000    0.0 O
   2.4419050000000000    0.0000000000000000    0.0 Ag
   0.5580950000000000    0.0000000000000000    0.0 Ag
   2.4419050000000000    6.4296800000000000    0.0 Ag
   0.5580950000000000    6.4296800000000000    0.0 Ag"
Invalid POSCAR format,"Ag4 O2
1.0
   5.0914600000000000    0.0000000000000000    5.0987600000000000
   0.0000000000000000    5.0914600000000000    0.0000000000000000
   0.0000000000000000   -5.0914600000000000    0.0000000000000000
Ag Ag Ag O
4 4 2
indirect
   0.0    0.0    0.0 Ag
   0.0    0.0    2.5493800000000000 Ag
   0.0    0.0    1.2746900000000000 Ag
   2.5457700000000000    2.5457700000000000    5.0987600000000000 O
   0.4542300000000000    2.5457700000000000    5.0987600000000000 O
   2.5457700000000000    0.0000000000000000    5.0987600000000000 Ag
   0.4542300000000000    0.0000000000000000    5.0987600000000000 Ag
   2.5457700000000000   -2.5457700000000000    5.0987600000000000 Ag
   0.4542300000000000   -2.5457700000000000    5.0987600000000000 Ag"
Invalid POSCAR format,"Ag4 O2
1.0
   4.6263900000000000    0.0000000000000000    4.6263900000000000
   0.0000000000000000    4.6263900000000000    0.0000000000000000
   0.0000000000000000   -4.6263900000000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    4.6263900000000000
Ag Ag Ag O
4 4 2
indirect
   0.0    0.0    0.0 Ag
   0.0    0.0    2.3131950000000000 Ag
   0.0    0.0    1.1565975000000000 Ag
   2.3131950000000000    2.3131950000000000    4.6263900000000000 O
   0.6868050000000000    2.3131950000000000    4.6263900000000000 O
   2.3131950000000000    0.0000000000000000    4.6263900000000000 Ag
   0.6868050000000000    0.0000000000000000    4.6263900000000000 Ag
   2.3131950000000000   -2.3131950000000000    4.6263900000000000 Ag
   0.6868050000000000   -2.3131950000000000    4.6263900000000000 Ag"
Invalid POSCAR format,"Ag1 O1 Ag2 O2
1.0
   5.0    0.0    0.0
   0.0    5.0    0.0
   0.0    0.0    5.0
Ag O Ag O
6 2 6 2
direct
   0.0    0.0    0.0 Ag1
   0.5    0.5    0.0 Ag2
   0.25    0.75    0.0 O1
   0.75    0.25    0.0 O2
   0.0    0.0    0.5 Ag1
   0.5    0.5    0.5 Ag2
   0.375    0.625    0.25 O1
   0.625    0.375    0.25 O2"
Invalid POSCAR format,"Ag1 O1 O2
1.0
   3.9640562200000000    0.0000000000000000    3.4158124499999999
   1.8220055400000000    4.0377038900000000    1.7165068950000000
  -1.8220055400000000    0.0000000000000000    0.0000000000000000 Ag
Ag2 Ag3 O1 O2
2 2 4
direct
   0.2422212200000000    0.1216435900000000    0.2422212200000000 O
   0.1216435900000000    0.2422212200000000    0.2422212200000000 O
   0.3711227900000000    0.2422212200000000    0.2422212200000000 O
   0.2422212200000000    0.1216435900000000    0.6075161199999999 O
   0.2422212200000000    0.2422212200000000    1.4159103999999998 O
   0.2422212200000000    0.2422212200000000    2.2243047000000000 O
   0.2422212200000000    0.2422212200000000    3.0326989999999999 O
   0.2422212200000000    0.2422212200000000    3.8410833000000000 O
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag"
Invalid POSCAR format,"Ag1 O1 O2
1.0
   3.7864601700000000    0.0000000000000000    1.6572314400000000
   1.8482350800000000    3.3215534900000000    2.6554083399999999
   0.0000000000000000    0.0000000000000000    3.7360128700000000 Ag
Ag2 Ag3 O1 O2
2 2 4
direct
   0.2206046800000000    0.3855131700000000    0.0000000000000000 O
   0.3855131700000000    0.2206046800000000    0.0000000000000000 O
   0.6197862200000000    0.2206046800000000    0.0000000000000000 O
   0.2206046800000000    0.3855131700000000    1.4540049300000000 O
   0.3855131700000000    0.2206046800000000    1.4540049300000000 O
   0.2206046800000000    0.3855131700000000    2.9080092400000000 O
   0.3855131700000000    0.2206046800000000    2.9080092400000000 O
   0.0000000000000000    0.0000000000000000    2.9095068000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag"
Invalid POSCAR format,"Ag1 O1 O2
1.0
   4.4616576100000000    0.0000000000000000    4.4616576100000000
   2.2308288000000000    4.3083121500000000    0.0000000000000000
   2.2308288000000000    0.0000000000000000    4.3083121500000000 Ag
Ag2 Ag3 O1 O2
2 2 4
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.1250000000000000    0.1250000000000000    0.1250000000000000 O
   0.2500000000000000    0.2500000000000000    0.2500000000000000 O
   0.3750000000000000    0.3750000000000000    0.3750000000000000 O
   0.5000000000000000    0.5000000000000000    0.5000000000000000 O
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag"
Invalid POSCAR format,"Ag1 O1 O2
1.0
   3.5104200900000000    0.0000000000000000    3.5104200900000000
   1.6552100450000000    4.2873815000000000    1.7466463600000000
   0.0000000000000000    0.0000000000000000    3.5104200900000000 Ag
Ag2 Ag3 O1 O2
2 2 4
direct
   0.2007415400000000    0.2871464200000000    0.0000000000000000 O
   0.2871464200000000    0.2007415400000000    0.0000000000000000 O
   0.4188025900000000    0.2871464200000000    0.0000000000000000 O
   0.2871464200000000    0.2007415400000000    1.2210806200000000 O
   0.2007415400000000    0.2871464200000000    1.8213220700000000 O
   0.2871464200000000    0.2007415400000000    2.4215635200000000 O
   0.0000000000000000    0.0000000000000000    2.4220733700000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag"
Invalid POSCAR format,"Ag1 O1 O2
1.0
   4.8454922000000000    0.0000000000000000    4.8454922000000000
   2.4227461000000000    4.3852880000000000    2.4227461000000000
   2.4227461000000000    0.0000000000000000    4.3852880000000000 Ag
Ag2 Ag3 O1 O2
2 2 4
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.1250000000000000    0.1250000000000000    0.1250000000000000 O
   0.3750000000000000    0.3750000000000000    0.3750000000000000 O
   0.6250000000000000    0.6250000000000000    0.6250000000000000 O
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag"
